,FIELD_NAME,DEGFIELD,YEAR,undergrad,median_wage,count,unemployment_rate
40,Architecture,14.0,2013,False,60000.0,1677,0.038322487346348515
41,Architecture,14.0,2013,True,52000.0,3146,0.05239822652156389
42,Architecture,14.0,2014,False,65000.0,1765,0.03935347856640899
43,Architecture,14.0,2014,True,53000.0,3137,0.039631705364291434
44,Architecture,14.0,2015,False,70000.0,1812,0.031081081081081083
45,Architecture,14.0,2015,True,57000.0,3017,0.03379224030037547
46,Architecture,14.0,2016,False,70000.0,1975,0.02236024844720497
47,Architecture,14.0,2016,True,60000.0,3240,0.03852201257861635
48,Architecture,14.0,2017,False,72000.0,1946,0.025
49,Architecture,14.0,2017,True,61000.0,3476,0.028221314519123655
50,Architecture,14.0,2018,False,75000.0,2310,0.024509803921568627
51,Architecture,14.0,2018,True,64000.0,3383,0.026843100189035917
52,Architecture,14.0,2019,False,79000.0,2278,0.017777777777777778
53,Architecture,14.0,2019,True,70000.0,3459,0.022188792779240317
54,Architecture,14.0,2020,False,80000.0,1973,0.04113110539845758
55,Architecture,14.0,2020,True,66000.0,2912,0.04701049748973072
56,Architecture,14.0,2021,False,80000.0,2449,0.0334750265674814
57,Architecture,14.0,2021,True,68000.0,3761,0.04472843450479233
58,Architecture,14.0,2022,False,85000.0,2585,0.017382413087934562
59,Architecture,14.0,2022,True,74000.0,3835,0.023068857042991962
60,Architecture,14.0,2023,False,90000.0,2687,0.022417153996101363
61,Architecture,14.0,2023,True,73000.0,3990,0.024266936299292215
62,Architecture,14.0,2024,False,92000.0,2807,0.02603440260344026
63,Architecture,14.0,2024,True,75000.0,4116,0.026858827382902063
64,"Area, Ethnic, and Civilization Studies",15.0,2009,False,56000.0,884,0.04131054131054131
65,"Area, Ethnic, and Civilization Studies",15.0,2009,True,32900.0,996,0.07944514501891552
66,"Area, Ethnic, and Civilization Studies",15.0,2010,False,60000.0,966,0.04633204633204633
67,"Area, Ethnic, and Civilization Studies",15.0,2010,True,35900.0,1034,0.0693196405648267
68,"Area, Ethnic, and Civilization Studies",15.0,2011,False,60000.0,906,0.04878048780487805
69,"Area, Ethnic, and Civilization Studies",15.0,2011,True,35000.0,1060,0.08222490931076179
70,"Area, Ethnic, and Civilization Studies",15.0,2012,False,63000.0,963,0.04755944931163955
71,"Area, Ethnic, and Civilization Studies",15.0,2012,True,35000.0,1059,0.06038647342995169
72,"Area, Ethnic, and Civilization Studies",15.0,2013,False,65000.0,1027,0.02857142857142857
73,"Area, Ethnic, and Civilization Studies",15.0,2013,True,35000.0,1118,0.06214039125431531
74,"Area, Ethnic, and Civilization Studies",15.0,2014,False,62000.0,1084,0.033642691415313224
75,"Area, Ethnic, and Civilization Studies",15.0,2014,True,35900.0,1145,0.06643757159221077
76,"Area, Ethnic, and Civilization Studies",15.0,2015,False,61500.0,1137,0.017699115044247787
77,"Area, Ethnic, and Civilization Studies",15.0,2015,True,40000.0,1173,0.04318181818181818
78,"Area, Ethnic, and Civilization Studies",15.0,2016,False,64000.0,1182,0.017222820236813777
79,"Area, Ethnic, and Civilization Studies",15.0,2016,True,38000.0,1301,0.04158004158004158
80,"Area, Ethnic, and Civilization Studies",15.0,2017,False,67000.0,1169,0.02547065337763012
81,"Area, Ethnic, and Civilization Studies",15.0,2017,True,40000.0,1311,0.04462474645030426
82,"Area, Ethnic, and Civilization Studies",15.0,2018,False,70000.0,1181,0.02188183807439825
83,"Area, Ethnic, and Civilization Studies",15.0,2018,True,42000.0,1359,0.04433497536945813
84,"Area, Ethnic, and Civilization Studies",15.0,2019,False,72000.0,1396,0.02042711234911792
85,"Area, Ethnic, and Civilization Studies",15.0,2019,True,45600.0,1431,0.041353383458646614
86,"Area, Ethnic, and Civilization Studies",15.0,2020,False,72000.0,1167,0.04194260485651214
87,"Area, Ethnic, and Civilization Studies",15.0,2020,True,46000.0,1212,0.04756637168141593
88,"Area, Ethnic, and Civilization Studies",15.0,2021,False,72000.0,1413,0.03397612488521579
89,"Area, Ethnic, and Civilization Studies",15.0,2021,True,46650.0,1490,0.0601640838650866
90,"Area, Ethnic, and Civilization Studies",15.0,2022,False,78000.0,1576,0.01498751040799334
91,"Area, Ethnic, and Civilization Studies",15.0,2022,True,50000.0,1491,0.02787769784172662
92,"Area, Ethnic, and Civilization Studies",15.0,2023,False,85000.0,1649,0.020458265139116204
93,"Area, Ethnic, and Civilization Studies",15.0,2023,True,55000.0,1529,0.04159132007233273
94,"Area, Ethnic, and Civilization Studies",15.0,2024,False,89000.0,1642,0.030206677265500796
95,"Area, Ethnic, and Civilization Studies",15.0,2024,True,60000.0,1598,0.04798628963153385
96,Biology and Life Sciences,36.0,2009,False,78000.0,16694,0.0210727969348659
97,Biology and Life Sciences,36.0,2009,True,40000.0,11827,0.04800975717928817
98,Biology and Life Sciences,36.0,2010,False,78000.0,17195,0.02323001178836419
99,Biology and Life Sciences,36.0,2010,True,40000.0,12162,0.0619839260156336
100,Biology and Life Sciences,36.0,2011,False,80000.0,16892,0.020966010733452594
101,Biology and Life Sciences,36.0,2011,True,39000.0,11988,0.05192878338278932
102,Biology and Life Sciences,36.0,2012,False,80000.0,17668,0.02317631776851029
103,Biology and Life Sciences,36.0,2012,True,40000.0,12545,0.05423135797069757
104,Biology and Life Sciences,36.0,2013,False,81000.0,18431,0.021467732346918556
105,Biology and Life Sciences,36.0,2013,True,40000.0,12993,0.05168067226890756
106,Biology and Life Sciences,36.0,2014,False,80000.0,19109,0.02073436898189755
107,Biology and Life Sciences,36.0,2014,True,40000.0,13679,0.04733313319323527
108,Biology and Life Sciences,36.0,2015,False,83000.0,19635,0.020018709073900843
109,Biology and Life Sciences,36.0,2015,True,40000.0,14347,0.039676425269645606
110,Biology and Life Sciences,36.0,2016,False,86000.0,20498,0.016136830653934484
111,Biology and Life Sciences,36.0,2016,True,40000.0,14866,0.0375669189588333
112,Biology and Life Sciences,36.0,2017,False,87000.0,21930,0.01736071712243277
113,Biology and Life Sciences,36.0,2017,True,41800.0,15682,0.03368606701940035
114,Biology and Life Sciences,36.0,2018,False,91000.0,22508,0.014290480427046264
115,Biology and Life Sciences,36.0,2018,True,41800.0,16064,0.030064794816414688
116,Biology and Life Sciences,36.0,2019,False,93000.0,23944,0.013241220495106506
117,Biology and Life Sciences,36.0,2019,True,45000.0,17229,0.02889155662264906
118,Biology and Life Sciences,36.0,2020,False,92000.0,20315,0.01956097867790427
119,Biology and Life Sciences,36.0,2020,True,45000.0,14301,0.04039818304822654
120,Biology and Life Sciences,36.0,2021,False,96000.0,25855,0.01966837623860977
121,Biology and Life Sciences,36.0,2021,True,48000.0,17771,0.044444444444444446
122,Biology and Life Sciences,36.0,2022,False,100000.0,27468,0.013883045856121162
123,Biology and Life Sciences,36.0,2022,True,50000.0,19218,0.030028735632183907
124,Biology and Life Sciences,36.0,2023,False,100000.0,28181,0.014034285714285714
125,Biology and Life Sciences,36.0,2023,True,52000.0,19508,0.03232911752167117
126,Biology and Life Sciences,36.0,2024,False,105500.0,29180,0.01661684543696149
127,Biology and Life Sciences,36.0,2024,True,55000.0,20226,0.031068226921234517
128,Business,62.0,2009,False,74000.0,26377,0.04678983833718245
129,Business,62.0,2009,True,52000.0,94678,0.053352398693410644
130,Business,62.0,2010,False,74000.0,27232,0.0498876404494382
131,Business,62.0,2010,True,50000.0,96909,0.060648909913615795
132,Business,62.0,2011,False,73000.0,27096,0.045588235294117645
133,Business,62.0,2011,True,50000.0,93569,0.053274967135132203
134,Business,62.0,2012,False,75000.0,28816,0.039806996381182146
135,Business,62.0,2012,True,52000.0,98276,0.047277304817275746
136,Business,62.0,2013,False,75000.0,31241,0.03864350176917266
137,Business,62.0,2013,True,53000.0,102098,0.0430081962084715
138,Business,62.0,2014,False,75000.0,32071,0.03466635115948888
139,Business,62.0,2014,True,55000.0,103639,0.037077671113327514
140,Business,62.0,2015,False,78000.0,33619,0.02793233082706767
141,Business,62.0,2015,True,55000.0,106580,0.0321280726819797
142,Business,62.0,2016,False,80000.0,34845,0.02810996062417967
143,Business,62.0,2016,True,58000.0,109661,0.030813093477119816
144,Business,62.0,2017,False,80000.0,36656,0.027781670403587443
145,Business,62.0,2017,True,60000.0,113765,0.027994851521559252
146,Business,62.0,2018,False,81000.0,38494,0.02420086719774125
147,Business,62.0,2018,True,60000.0,116683,0.025569779737665083
148,Business,62.0,2019,False,85000.0,40072,0.024365777892829406
149,Business,62.0,2019,True,62000.0,121186,0.026130412533887877
150,Business,62.0,2020,False,85000.0,32534,0.03245086241476133
151,Business,62.0,2020,True,62000.0,98106,0.039560409444071416
152,Business,62.0,2021,False,89000.0,42854,0.033587459049018706
153,Business,62.0,2021,True,65000.0,124427,0.04067933507241948
154,Business,62.0,2022,False,92000.0,45628,0.020893183598850874
155,Business,62.0,2022,True,70000.0,132597,0.024237380431320572
156,Business,62.0,2023,False,100000.0,47505,0.023392467401645307
157,Business,62.0,2023,True,72000.0,134971,0.02643014525869104
158,Business,62.0,2024,False,100000.0,49029,0.026064339493497603
159,Business,62.0,2024,True,75000.0,137485,0.02813665222211025
160,Communication Technologies,20.0,2009,False,59500.0,78,0.07692307692307693
161,Communication Technologies,20.0,2009,True,40000.0,572,0.08316831683168317
162,Communication Technologies,20.0,2010,False,50000.0,109,0.0851063829787234
163,Communication Technologies,20.0,2010,True,40000.0,626,0.08128544423440454
164,Communication Technologies,20.0,2011,False,49000.0,92,0.0821917808219178
165,Communication Technologies,20.0,2011,True,40000.0,571,0.07784431137724551
166,Communication Technologies,20.0,2012,False,50000.0,90,0.06097560975609756
167,Communication Technologies,20.0,2012,True,39000.0,608,0.07428571428571429
168,Communication Technologies,20.0,2013,False,60000.0,105,0.07058823529411765
169,Communication Technologies,20.0,2013,True,36000.0,674,0.05163511187607573
170,Communication Technologies,20.0,2014,False,51500.0,93,0.03488372093023256
171,Communication Technologies,20.0,2014,True,38000.0,723,0.0594855305466238
172,Communication Technologies,20.0,2015,False,50000.0,109,0.033707865168539325
173,Communication Technologies,20.0,2015,True,40150.0,757,0.0649546827794562
174,Communication Technologies,20.0,2016,False,57000.0,124,0.04040404040404041
175,Communication Technologies,20.0,2016,True,45000.0,838,0.05193075898801598
176,Communication Technologies,20.0,2017,False,65000.0,125,0.0625
177,Communication Technologies,20.0,2017,True,44000.0,910,0.046954314720812185
178,Communication Technologies,20.0,2018,False,63500.0,143,0.032520325203252036
179,Communication Technologies,20.0,2018,True,45000.0,980,0.05476190476190476
180,Communication Technologies,20.0,2019,False,69000.0,157,0.03125
181,Communication Technologies,20.0,2019,True,45000.0,918,0.044416243654822336
182,Communication Technologies,20.0,2020,False,65000.0,106,0.043010752688172046
183,Communication Technologies,20.0,2020,True,48750.0,877,0.059445178335535004
184,Communication Technologies,20.0,2021,False,61000.0,155,0.032520325203252036
185,Communication Technologies,20.0,2021,True,50000.0,989,0.07647058823529412
186,Communication Technologies,20.0,2022,False,77000.0,172,0.02877697841726619
187,Communication Technologies,20.0,2022,True,50000.0,1198,0.056530214424951264
188,Communication Technologies,20.0,2023,False,75000.0,185,0.026143790849673203
189,Communication Technologies,20.0,2023,True,55000.0,1212,0.07054337464251668
190,Communication Technologies,20.0,2024,False,75000.0,215,0.04597701149425287
191,Communication Technologies,20.0,2024,True,60000.0,1244,0.054613935969868174
192,Communications,19.0,2009,False,56000.0,4413,0.04878699013596374
193,Communications,19.0,2009,True,40000.0,16769,0.06397970687711386
194,Communications,19.0,2010,False,54000.0,4782,0.04513363590519415
195,Communications,19.0,2010,True,40000.0,17303,0.07005013391937367
196,Communications,19.0,2011,False,55000.0,4797,0.05087319665907365
197,Communications,19.0,2011,True,40000.0,16816,0.06437953061078017
198,Communications,19.0,2012,False,56000.0,5075,0.04414906242582483
199,Communications,19.0,2012,True,42000.0,17696,0.05905939921163518
200,Communications,19.0,2013,False,57000.0,5597,0.04056399132321041
201,Communications,19.0,2013,True,43000.0,18810,0.05172303968405631
202,Communications,19.0,2014,False,59500.0,5702,0.037873897137938456
203,Communications,19.0,2014,True,45000.0,19259,0.04834271419637273
204,Communications,19.0,2015,False,60000.0,5945,0.03211859172328598
205,Communications,19.0,2015,True,45000.0,19962,0.04015504814971837
206,Communications,19.0,2016,False,60000.0,6402,0.030414567996900427
207,Communications,19.0,2016,True,48000.0,20836,0.035597189695550355
208,Communications,19.0,2017,False,60000.0,6551,0.024689031285337355
209,Communications,19.0,2017,True,50000.0,21635,0.03766372477373658
210,Communications,19.0,2018,False,65000.0,6969,0.025880281690140845
211,Communications,19.0,2018,True,50000.0,22537,0.034735311540739944
212,Communications,19.0,2019,False,66000.0,7415,0.02576112412177986
213,Communications,19.0,2019,True,52000.0,23698,0.03477230579023285
214,Communications,19.0,2020,False,69000.0,6177,0.040228711455993466
215,Communications,19.0,2020,True,52000.0,19538,0.055947136563876655
216,Communications,19.0,2021,False,70000.0,7864,0.035963244613434725
217,Communications,19.0,2021,True,55000.0,24580,0.05493836554557906
218,Communications,19.0,2022,False,72000.0,8416,0.02473604826546003
219,Communications,19.0,2022,True,60000.0,26130,0.03167096589280596
220,Communications,19.0,2023,False,78000.0,8719,0.025248881835233012
221,Communications,19.0,2023,True,65000.0,26173,0.03596678529062871
222,Communications,19.0,2024,False,80000.0,8881,0.028259017324623686
223,Communications,19.0,2024,True,65000.0,27373,0.035973536708628136
224,Computer and Information Sciences,21.0,2009,False,84000.0,3922,0.04403927068723703
225,Computer and Information Sciences,21.0,2009,True,65000.0,11287,0.055528303737859316
226,Computer and Information Sciences,21.0,2010,False,85000.0,4097,0.04515778019586507
227,Computer and Information Sciences,21.0,2010,True,65000.0,11324,0.05821144596053794
228,Computer and Information Sciences,21.0,2011,False,85000.0,3942,0.04439449283506603
229,Computer and Information Sciences,21.0,2011,True,65000.0,10710,0.05001055074910318
230,Computer and Information Sciences,21.0,2012,False,90000.0,4431,0.03270440251572327
231,Computer and Information Sciences,21.0,2012,True,70000.0,11695,0.04525674499564839
232,Computer and Information Sciences,21.0,2013,False,90000.0,5193,0.02757871878393051
233,Computer and Information Sciences,21.0,2013,True,70000.0,12848,0.04357433268516882
234,Computer and Information Sciences,21.0,2014,False,90000.0,5376,0.031217042817970893
235,Computer and Information Sciences,21.0,2014,True,70000.0,13279,0.03746447334424253
236,Computer and Information Sciences,21.0,2015,False,95000.0,5805,0.024108192865542926
237,Computer and Information Sciences,21.0,2015,True,70000.0,14309,0.036674424203514966
238,Computer and Information Sciences,21.0,2016,False,100000.0,6186,0.028380634390651086
239,Computer and Information Sciences,21.0,2016,True,75000.0,15067,0.03470948012232416
240,Computer and Information Sciences,21.0,2017,False,100000.0,6569,0.034985935302391
241,Computer and Information Sciences,21.0,2017,True,78000.0,16130,0.031928663886092334
242,Computer and Information Sciences,21.0,2018,False,103000.0,6980,0.02162072949331573
243,Computer and Information Sciences,21.0,2018,True,78000.0,16847,0.033953391881612616
244,Computer and Information Sciences,21.0,2019,False,106000.0,7365,0.02251055182116617
245,Computer and Information Sciences,21.0,2019,True,80000.0,17989,0.03280388978930308
246,Computer and Information Sciences,21.0,2020,False,110000.0,6076,0.031724924012158054
247,Computer and Information Sciences,21.0,2020,True,80000.0,15421,0.041847701806540134
248,Computer and Information Sciences,21.0,2021,False,113000.0,8270,0.02727272727272727
249,Computer and Information Sciences,21.0,2021,True,84000.0,20065,0.0411969544944815
250,Computer and Information Sciences,21.0,2022,False,120000.0,8915,0.020706937483513585
251,Computer and Information Sciences,21.0,2022,True,89000.0,21654,0.031828926392171955
252,Computer and Information Sciences,21.0,2023,False,125000.0,9380,0.02852139104328246
253,Computer and Information Sciences,21.0,2023,True,93000.0,23287,0.03666290636857758
254,Computer and Information Sciences,21.0,2024,False,130000.0,9989,0.032813975448536356
255,Computer and Information Sciences,21.0,2024,True,95000.0,24428,0.04490177736202058
256,Construction Services,56.0,2009,False,80000.0,95,0.0641025641025641
257,Construction Services,56.0,2009,True,65000.0,744,0.058383233532934134
258,Construction Services,56.0,2010,False,65000.0,81,0.05555555555555555
259,Construction Services,56.0,2010,True,62000.0,818,0.0673854447439353
260,Construction Services,56.0,2011,False,74500.0,97,0.05
261,Construction Services,56.0,2011,True,57000.0,899,0.046192259675405745
262,Construction Services,56.0,2012,False,62000.0,109,0.09473684210526316
263,Construction Services,56.0,2012,True,60000.0,945,0.0378698224852071
264,Construction Services,56.0,2013,False,80000.0,112,0.031578947368421054
265,Construction Services,56.0,2013,True,60500.0,932,0.02609727164887307
266,Construction Services,56.0,2014,False,74000.0,127,0.028846153846153848
267,Construction Services,56.0,2014,True,68000.0,1063,0.02833158447009444
268,Construction Services,56.0,2015,False,70000.0,142,0.00909090909090909
269,Construction Services,56.0,2015,True,68000.0,1039,0.019271948608137045
270,Construction Services,56.0,2016,False,83000.0,135,0.018867924528301886
271,Construction Services,56.0,2016,True,72000.0,1096,0.021341463414634148
272,Construction Services,56.0,2017,False,75000.0,147,0.025210084033613446
273,Construction Services,56.0,2017,True,72000.0,1163,0.012682926829268294
274,Construction Services,56.0,2018,False,85000.0,157,0.029850746268656716
275,Construction Services,56.0,2018,True,80000.0,1205,0.016498625114573784
276,Construction Services,56.0,2019,False,90000.0,177,0.0
277,Construction Services,56.0,2019,True,80000.0,1284,0.011393514460999123
278,Construction Services,56.0,2020,False,85000.0,125,0.03669724770642202
279,Construction Services,56.0,2020,True,80000.0,1091,0.028692879914984058
280,Construction Services,56.0,2021,False,100000.0,167,0.03007518796992481
281,Construction Services,56.0,2021,True,83000.0,1320,0.020761245674740483
282,Construction Services,56.0,2022,False,90000.0,166,0.015151515151515152
283,Construction Services,56.0,2022,True,90000.0,1427,0.020308692120227456
284,Construction Services,56.0,2023,False,97000.0,224,0.01092896174863388
285,Construction Services,56.0,2023,True,95000.0,1527,0.02343159486016629
286,Construction Services,56.0,2024,False,100000.0,209,0.03529411764705882
287,Construction Services,56.0,2024,True,96000.0,1585,0.014803849000740192
288,Cosmetology Services and Culinary Arts,22.0,2009,False,48000.0,52,0.08571428571428572
289,Cosmetology Services and Culinary Arts,22.0,2009,True,41000.0,291,0.07258064516129033
290,Cosmetology Services and Culinary Arts,22.0,2010,False,37750.0,71,0.08163265306122448
291,Cosmetology Services and Culinary Arts,22.0,2010,True,40000.0,334,0.05434782608695652
292,Cosmetology Services and Culinary Arts,22.0,2011,False,43450.0,46,0.02857142857142857
293,Cosmetology Services and Culinary Arts,22.0,2011,True,35000.0,370,0.06896551724137931
294,Cosmetology Services and Culinary Arts,22.0,2012,False,22000.0,50,0.10714285714285714
295,Cosmetology Services and Culinary Arts,22.0,2012,True,30500.0,371,0.060810810810810814
296,Cosmetology Services and Culinary Arts,22.0,2013,False,35900.0,57,0.05714285714285714
297,Cosmetology Services and Culinary Arts,22.0,2013,True,35600.0,396,0.048484848484848485
298,Cosmetology Services and Culinary Arts,22.0,2014,False,40000.0,66,0.020833333333333332
299,Cosmetology Services and Culinary Arts,22.0,2014,True,35000.0,420,0.04076086956521739
300,Cosmetology Services and Culinary Arts,22.0,2015,False,33500.0,82,0.0
301,Cosmetology Services and Culinary Arts,22.0,2015,True,40000.0,469,0.04145077720207254
302,Cosmetology Services and Culinary Arts,22.0,2016,False,41750.0,70,0.08888888888888889
303,Cosmetology Services and Culinary Arts,22.0,2016,True,39000.0,525,0.0410958904109589
304,Cosmetology Services and Culinary Arts,22.0,2017,False,51000.0,76,0.05084745762711865
305,Cosmetology Services and Culinary Arts,22.0,2017,True,38000.0,501,0.029055690072639227
306,Cosmetology Services and Culinary Arts,22.0,2018,False,47000.0,75,0.017857142857142856
307,Cosmetology Services and Culinary Arts,22.0,2018,True,40000.0,531,0.027972027972027972
308,Cosmetology Services and Culinary Arts,22.0,2019,False,48000.0,57,0.12195121951219512
309,Cosmetology Services and Culinary Arts,22.0,2019,True,40000.0,578,0.029227557411273485
310,Cosmetology Services and Culinary Arts,22.0,2020,False,40000.0,65,0.020833333333333332
311,Cosmetology Services and Culinary Arts,22.0,2020,True,40000.0,421,0.0771513353115727
312,Cosmetology Services and Culinary Arts,22.0,2021,False,60000.0,67,0.06976744186046512
313,Cosmetology Services and Culinary Arts,22.0,2021,True,39100.0,551,0.07900677200902935
314,Cosmetology Services and Culinary Arts,22.0,2022,False,40000.0,121,0.012345679012345678
315,Cosmetology Services and Culinary Arts,22.0,2022,True,45000.0,545,0.030732860520094562
316,Cosmetology Services and Culinary Arts,22.0,2023,False,40000.0,64,0.020833333333333332
317,Cosmetology Services and Culinary Arts,22.0,2023,True,48100.0,598,0.024830699774266364
318,Cosmetology Services and Culinary Arts,22.0,2024,False,55000.0,151,0.011904761904761904
319,Cosmetology Services and Culinary Arts,22.0,2024,True,51000.0,631,0.01984126984126984
320,Criminal Justice and Fire Protection,53.0,2009,False,60000.0,1768,0.022742040285899934
321,Criminal Justice and Fire Protection,53.0,2009,True,45000.0,6578,0.04396941258255127
322,Criminal Justice and Fire Protection,53.0,2010,False,60000.0,1790,0.043865225683407505
323,Criminal Justice and Fire Protection,53.0,2010,True,45000.0,7000,0.05260545905707196
324,Criminal Justice and Fire Protection,53.0,2011,False,59500.0,1761,0.04202232435981615
325,Criminal Justice and Fire Protection,53.0,2011,True,44000.0,6936,0.05494319145328133
326,Criminal Justice and Fire Protection,53.0,2012,False,60000.0,1979,0.0382089552238806
327,Criminal Justice and Fire Protection,53.0,2012,True,45000.0,7505,0.04941768964431854
328,Criminal Justice and Fire Protection,53.0,2013,False,58000.0,2175,0.04263356718834323
329,Criminal Justice and Fire Protection,53.0,2013,True,45000.0,8019,0.04698884758364312
330,Criminal Justice and Fire Protection,53.0,2014,False,60000.0,2283,0.03608786610878661
331,Criminal Justice and Fire Protection,53.0,2014,True,45000.0,8414,0.04055587067498582
332,Criminal Justice and Fire Protection,53.0,2015,False,60000.0,2556,0.030530765617660875
333,Criminal Justice and Fire Protection,53.0,2015,True,45000.0,8814,0.03744255204109219
334,Criminal Justice and Fire Protection,53.0,2016,False,61000.0,2613,0.026854802002730997
335,Criminal Justice and Fire Protection,53.0,2016,True,47000.0,9179,0.03251501697571167
336,Criminal Justice and Fire Protection,53.0,2017,False,60000.0,2781,0.02021505376344086
337,Criminal Justice and Fire Protection,53.0,2017,True,48000.0,10169,0.030256288561936403
338,Criminal Justice and Fire Protection,53.0,2018,False,63000.0,2997,0.020440881763527055
339,Criminal Justice and Fire Protection,53.0,2018,True,48000.0,10259,0.03109054230449745
340,Criminal Justice and Fire Protection,53.0,2019,False,68000.0,3036,0.020708880923934688
341,Criminal Justice and Fire Protection,53.0,2019,True,50000.0,10876,0.021517426874369607
342,Criminal Justice and Fire Protection,53.0,2020,False,70000.0,2514,0.030288226673180263
343,Criminal Justice and Fire Protection,53.0,2020,True,52000.0,8696,0.03676261043032203
344,Criminal Justice and Fire Protection,53.0,2021,False,70000.0,3357,0.031386861313868614
345,Criminal Justice and Fire Protection,53.0,2021,True,54000.0,11089,0.03550295857988166
346,Criminal Justice and Fire Protection,53.0,2022,False,72000.0,3671,0.020911895783339046
347,Criminal Justice and Fire Protection,53.0,2022,True,56000.0,12012,0.02308488612836439
348,Criminal Justice and Fire Protection,53.0,2023,False,75000.0,3879,0.022207917605407145
349,Criminal Justice and Fire Protection,53.0,2023,True,60000.0,12277,0.023625254582484725
350,Criminal Justice and Fire Protection,53.0,2024,False,80000.0,3963,0.018412698412698412
351,Criminal Justice and Fire Protection,53.0,2024,True,63000.0,12889,0.023917885155417838
352,Education Administration and Teaching,23.0,2009,False,50000.0,43010,0.02207001522070015
353,Education Administration and Teaching,23.0,2009,True,36000.0,50575,0.03792522948893053
354,Education Administration and Teaching,23.0,2010,False,50000.0,44249,0.025301856190304558
355,Education Administration and Teaching,23.0,2010,True,36000.0,52212,0.0421701679370391
356,Education Administration and Teaching,23.0,2011,False,50000.0,44519,0.025607767565965018
357,Education Administration and Teaching,23.0,2011,True,35000.0,51149,0.04251245997953593
358,Education Administration and Teaching,23.0,2012,False,51000.0,45668,0.02641122385435364
359,Education Administration and Teaching,23.0,2012,True,35000.0,51755,0.037916872022342694
360,Education Administration and Teaching,23.0,2013,False,50000.0,46958,0.02143989622369559
361,Education Administration and Teaching,23.0,2013,True,35000.0,51874,0.03542261470021911
362,Education Administration and Teaching,23.0,2014,False,50000.0,47313,0.017513006521579836
363,Education Administration and Teaching,23.0,2014,True,36000.0,52032,0.02830188679245283
364,Education Administration and Teaching,23.0,2015,False,52000.0,47177,0.017258197643880844
365,Education Administration and Teaching,23.0,2015,True,37000.0,51944,0.025628693142778616
366,Education Administration and Teaching,23.0,2016,False,52000.0,48816,0.013475125646441839
367,Education Administration and Teaching,23.0,2016,True,38000.0,52471,0.022573208079556796
368,Education Administration and Teaching,23.0,2017,False,55000.0,49476,0.013356436358385676
369,Education Administration and Teaching,23.0,2017,True,38000.0,52973,0.02031556151387027
370,Education Administration and Teaching,23.0,2018,False,55000.0,50720,0.014052778373739541
371,Education Administration and Teaching,23.0,2018,True,40000.0,52875,0.020759193357058125
